,shot_distance,player_distance,initial_angle,initial_speed
0,8.10678391959799,1.5075376884422111,0.819268466950088,9.225284135924511
1,13.307788944723619,2.7437185929648242,0.8060509995283284,11.664319858921417
2,11.159547738693467,1.5452261306532664,0.8100208156456341,10.723970425709213
3,14.551507537688442,2.3442211055276383,0.8042875572831012,12.175701983577426
4,14.777638190954773,2.479899497487437,0.8039987763223114,12.266397263913195
5,15.738693467336685,2.2386934673366836,0.8028639167569865,12.64461660036998
6,8.332914572864322,1.8844221105527639,0.8183520234242501,9.344477454706196
7,11.668341708542714,1.5226130653266332,0.8089487768381047,10.953950109101298
8,9.746231155778894,2.3140703517587937,0.8135843034990866,10.05774061323992
9,8.219849246231156,1.620603015075377,0.8188039703709018,9.285070232019278
10,18.0,2.1180904522613067,0.8006711891787326,13.49288375473004
11,12.968592964824122,1.6130653266331658,0.8065905398451154,11.52092694070151
12,8.50251256281407,1.8693467336683418,0.8176965446346519,9.432893234829345
13,11.724874371859297,1.6582914572864322,0.8088353918424824,10.979207453786119
14,6.75,2.1557788944723617,0.8260490992016465,8.475402823428821
15,15.003768844221106,2.3969849246231156,0.8037186882761651,12.356428764594122
16,13.194723618090453,2.615577889447236,0.8062277694556456,11.616718172079713
17,14.325376884422111,1.6658291457286432,0.8045854420303877,12.084328070034
18,13.760050251256281,2.464824120603015,0.8053729224073463,11.852821651950373
19,16.24748743718593,1.92964824120603,0.8023173966563135,12.840352339150515
20,11.611809045226131,2.992462311557789,0.8090632634151205,10.92863466414125
21,14.72110552763819,2.0351758793969847,0.8040701409825164,12.243786244082681
22,11.894472361809045,2.5477386934673367,0.8085016897277018,11.054634825699422
23,11.442211055276381,2.193467336683417,0.8094134954178354,10.85233569753851
24,7.824120603015075,2.917085427135678,0.8204881608612478,9.07411312152548
25,13.816582914572866,2.0879396984924625,0.8052912790228056,11.876174714869714
26,9.124371859296483,2.8944723618090453,0.8155008008208732,9.750284908520104
27,17.886934673366834,2.9321608040201004,0.8007676710809021,13.45173824658761
28,10.311557788944723,2.7964824120603016,0.8120420189125894,10.329359750685612
29,9.802763819095478,1.9070351758793969,0.8134220948597201,10.08522958499011
30,13.646984924623116,2.7738693467336684,0.8055382351555532,11.805977408183232
31,7.202261306532663,1.9597989949748744,0.823506652906892,8.732433645041231
32,10.707286432160805,1.899497487437186,0.8110590548075213,10.515344199632949
33,17.378140703517587,2.321608040201005,0.8012173607058214,13.265007346437153
34,12.855527638190955,2.1030150753768844,0.8067767022849759,11.472732526010411
35,10.481155778894472,1.635678391959799,0.8116116846058551,10.409471919803565
36,11.498743718592966,2.9020100502512562,0.8092956061077393,10.87782786599624
37,10.989949748743719,2.14070351758794,0.8104001665615491,10.646212164831015
38,12.516331658291458,2.7060301507537687,0.8073553317156158,11.326923788565287
39,17.60427135678392,1.7864321608040201,0.801014292687813,13.34832070656677
40,17.717336683417088,2.0125628140703515,0.8009147006458821,13.389783383630277
41,12.742462311557789,2.6758793969849246,0.8069661623163356,11.424335580776914
42,13.53391959798995,2.351758793969849,0.8057063055048755,11.758947185136881
43,11.837939698492463,1.8316582914572863,0.8086118636508195,11.029549422563024
44,7.428391959798995,1.5301507537688441,0.8223508625840728,8.858187975775143
45,11.951005025125628,2.0954773869346734,0.8083925559177829,11.079663686786704
46,12.912060301507537,2.148241206030151,0.8066832142671619,11.49685489150451
47,9.011306532663317,2.027638190954774,0.815877570945259,9.693344091316524
48,16.925879396984925,2.298994974874372,0.8016397579385812,13.096794115889738
49,13.138190954773869,2.540201005025126,0.8063172933765008,11.592844297205122
50,10.763819095477388,2.2236180904522613,0.8109245158929839,10.54164705743253
51,9.180904522613066,2.065326633165829,0.8153158832303246,9.778631939207456
52,9.350502512562814,1.6055276381909547,0.8147744995651842,9.863187886242452
53,6.863065326633166,1.9824120603015074,0.8253822719936182,8.540375878884788
54,12.629396984924623,1.9447236180904524,0.8071590082841716,11.375733541045408
55,15.456030150753769,2.0050251256281406,0.8031830674017818,12.534557205862486
56,7.315326633165829,1.5603015075376885,0.8229198760402483,8.795532828263847
57,14.608040201005025,2.329145728643216,0.8042145250463607,12.198438835953736
58,7.089195979899498,2.879396984924623,0.8241120364835298,8.66888099364267
